epoch,time,train/xy_loss,train/cls_loss,train/l1_loss,train/piou_loss,train/smooth_loss,metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),metrics/precision(C),metrics/recall(C),metrics/mAP50(C),metrics/mAP50-95(C),val/xy_loss,val/cls_loss,val/l1_loss,val/piou_loss,val/smooth_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
87,1768.19,0.00039,0.65396,0.00349,0.30802,0,0.56994,0.56344,0.55543,0.40033,0.02674,0.2036,0.01812,0.03614,0.00041,1.16051,0.00367,0.32292,0.00014,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,1788.01,0.00038,0.64552,0.00348,0.30805,0,0.57859,0.55496,0.55326,0.39913,0.02535,0.17567,0.01667,0.03446,0.00039,1.18574,0.0037,0.32357,0.00014,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,1807.93,0.00038,0.63154,0.00348,0.30704,0,0.57003,0.56578,0.55445,0.39948,0.0263,0.18491,0.01736,0.03551,0.00039,1.20138,0.00368,0.32261,0.00014,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,1827.88,0.00037,0.62988,0.00347,0.30723,0,0.57125,0.57105,0.55927,0.40147,0.02749,0.20525,0.0185,0.03628,0.00039,1.201,0.00368,0.32353,0.00014,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,1847.79,0.00038,0.62108,0.00347,0.30682,0,0.57005,0.56188,0.55222,0.39739,0.02768,0.18828,0.01809,0.03617,0.00039,1.20445,0.0037,0.32352,0.00014,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,1867.63,0.00038,0.61887,0.00345,0.30536,0,0.56994,0.56717,0.5594,0.4021,0.02907,0.20209,0.01911,0.0379,0.0004,1.20712,0.00368,0.32332,0.00014,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,1887.53,0.00037,0.61516,0.00344,0.30503,0,0.57705,0.55378,0.55075,0.39635,0.02763,0.20059,0.01788,0.03598,0.00038,1.21075,0.00369,0.32301,0.00014,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,1907.31,0.00037,0.61286,0.00345,0.30567,0,0.55985,0.57149,0.55662,0.40124,0.02587,0.16492,0.01664,0.03566,0.00038,1.21723,0.0037,0.3241,0.00014,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,1927.18,0.00036,0.60513,0.00342,0.30355,0,0.57944,0.5532,0.5505,0.39757,0.02782,0.19199,0.0181,0.03735,0.00038,1.21433,0.0037,0.32387,0.00014,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,1947.13,0.00036,0.59902,0.00344,0.30375,0,0.57737,0.55571,0.55293,0.39914,0.02937,0.19762,0.01913,0.038,0.00038,1.21183,0.0037,0.3237,0.00014,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,1967,0.00035,0.5903,0.0034,0.30229,0,0.57905,0.56087,0.56094,0.40403,0.02932,0.19572,0.01915,0.03856,0.00037,1.22676,0.00369,0.32293,0.00014,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,1986.84,0.00035,0.58643,0.00341,0.30262,0,0.5727,0.55648,0.55401,0.39957,0.02902,0.18617,0.01883,0.03783,0.00037,1.24029,0.0037,0.32426,0.00014,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,2006.77,0.00036,0.58285,0.00339,0.30127,0,0.57914,0.55652,0.55551,0.40024,0.02803,0.19024,0.01838,0.03787,0.00038,1.23414,0.00369,0.32304,0.00014,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,2026.56,0.00036,0.57377,0.0034,0.30198,0,0.56967,0.56286,0.5542,0.39897,0.02825,0.18392,0.01826,0.03753,0.00038,1.26041,0.0037,0.32415,0.00014,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,2046.43,0.00036,0.56953,0.00338,0.30017,0,0.5616,0.56981,0.55609,0.39969,0.02838,0.18917,0.0185,0.03721,0.00038,1.26069,0.00371,0.32396,0.00014,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,2066.29,0.00036,0.56542,0.00337,0.29939,0,0.58219,0.55498,0.55606,0.40058,0.02869,0.19197,0.01888,0.03892,0.00038,1.26055,0.0037,0.32341,0.00014,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,2086.07,0.00036,0.55175,0.00336,0.29861,0,0.59452,0.55104,0.5578,0.40182,0.03,0.18691,0.01947,0.03913,0.00038,1.26222,0.0037,0.32356,0.00014,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,2105.81,0.00036,0.55339,0.00337,0.29928,0,0.57467,0.56538,0.55512,0.39923,0.02513,0.15852,0.01599,0.03578,0.00038,1.28325,0.00371,0.32405,0.00014,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,2125.55,0.00036,0.54909,0.00336,0.2983,0,0.57506,0.5608,0.553,0.39841,0.02886,0.17451,0.01857,0.03822,0.00038,1.28662,0.0037,0.32343,0.00014,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,2145.37,0.00037,0.54572,0.00333,0.29664,0,0.58798,0.54664,0.55147,0.39766,0.02827,0.18339,0.01831,0.03755,0.00038,1.30427,0.00369,0.32322,0.00014,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,2165.23,0.00036,0.53741,0.00335,0.29731,0,0.57397,0.55587,0.55258,0.39751,0.03006,0.19417,0.01945,0.03911,0.00038,1.28686,0.00372,0.32476,0.00014,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,2185.01,0.00036,0.53055,0.00333,0.29663,0,0.57641,0.56751,0.55348,0.3991,0.02896,0.18794,0.0188,0.03874,0.00038,1.30536,0.00371,0.32438,0.00014,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,2204.82,0.00036,0.5273,0.00332,0.29549,0,0.5864,0.56351,0.56031,0.40297,0.03062,0.18402,0.01961,0.03965,0.00038,1.31145,0.00371,0.32381,0.00014,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,2224.61,0.00036,0.51998,0.00329,0.29448,0,0.56846,0.57207,0.55819,0.40114,0.03045,0.18784,0.0195,0.03973,0.00038,1.30637,0.00372,0.32439,0.00014,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,2244.34,0.00037,0.51921,0.00329,0.29445,0,0.5714,0.56789,0.55823,0.40236,0.03337,0.19543,0.02154,0.04264,0.00038,1.3075,0.00372,0.32504,0.00014,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,2264.12,0.00036,0.51649,0.00328,0.29342,0,0.57304,0.56141,0.55209,0.39845,0.03333,0.19777,0.02143,0.04338,0.00037,1.32358,0.00371,0.32418,0.00014,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,2283.88,0.00034,0.50843,0.00327,0.29251,0,0.58674,0.54516,0.55133,0.39673,0.03013,0.18133,0.01918,0.04141,0.00036,1.34079,0.00372,0.32541,0.00014,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,2303.68,0.00035,0.5089,0.00327,0.29172,0,0.58154,0.56308,0.56171,0.40354,0.029,0.18406,0.01865,0.04028,0.00036,1.33743,0.00371,0.3246,0.00014,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,2323.48,0.00035,0.50544,0.00326,0.29156,0,0.58234,0.55824,0.55393,0.39859,0.03215,0.19348,0.02062,0.04167,0.00037,1.32757,0.00372,0.32504,0.00014,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,2343.16,0.00035,0.49762,0.00323,0.28925,0,0.58802,0.56491,0.56129,0.40356,0.03089,0.17645,0.01959,0.04239,0.00036,1.36543,0.00372,0.3252,0.00014,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,2363.03,0.00034,0.48986,0.00322,0.28906,0,0.57572,0.56178,0.55511,0.39853,0.0323,0.18588,0.0203,0.04222,0.00036,1.36293,0.00372,0.32569,0.00014,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,2382.7,0.00034,0.48865,0.00322,0.28891,0,0.57142,0.57245,0.55838,0.40165,0.03057,0.17471,0.01926,0.04167,0.00036,1.35155,0.00374,0.32612,0.00014,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,2402.45,0.00033,0.48716,0.00322,0.28868,0,0.58582,0.56155,0.56014,0.40257,0.02986,0.17065,0.01864,0.0414,0.00035,1.36481,0.00373,0.32519,0.00014,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,2422.12,0.00034,0.48682,0.00321,0.28781,0,0.57666,0.5699,0.55622,0.39965,0.03185,0.18208,0.02003,0.04204,0.00036,1.35366,0.00373,0.32565,0.00014,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,2441.82,0.00034,0.48171,0.0032,0.28749,0,0.58302,0.56346,0.55841,0.40219,0.0304,0.16932,0.01888,0.04286,0.00035,1.36191,0.00373,0.32558,0.00014,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,2461.48,0.00033,0.47151,0.00318,0.28551,0,0.57029,0.5654,0.55314,0.3983,0.03015,0.16819,0.01916,0.04079,0.00036,1.37479,0.00374,0.32633,0.00014,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,2481.49,0.00034,0.46918,0.00316,0.28439,0,0.5836,0.55658,0.55351,0.39783,0.0312,0.17658,0.01956,0.04248,0.00036,1.3867,0.00374,0.32653,0.00014,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,2501.15,0.00034,0.46639,0.00316,0.28443,0,0.56848,0.57425,0.55906,0.40249,0.03268,0.17625,0.02035,0.04312,0.00036,1.39408,0.00374,0.32642,0.00014,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,2520.8,0.00033,0.46215,0.00317,0.28474,0,0.59121,0.55389,0.55521,0.39888,0.03248,0.18028,0.02015,0.04366,0.00035,1.41562,0.00374,0.32647,0.00014,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,2540.51,0.00033,0.45518,0.00314,0.28281,0,0.58364,0.56516,0.5587,0.40131,0.03153,0.1775,0.01969,0.04165,0.00036,1.39832,0.00374,0.32632,0.00014,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,2560.26,0.00034,0.4564,0.00314,0.28244,0,0.59198,0.55615,0.55997,0.40141,0.03203,0.18277,0.02015,0.04326,0.00036,1.40714,0.00374,0.32648,0.00014,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,2580.01,0.00033,0.44888,0.00312,0.28095,0,0.58575,0.55936,0.55936,0.40241,0.0342,0.18024,0.02118,0.04631,0.00035,1.41815,0.00375,0.32675,0.00014,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,2599.67,0.00034,0.4481,0.00311,0.28059,0,0.58462,0.55402,0.55609,0.3995,0.033,0.18143,0.02057,0.04471,0.00036,1.43133,0.00375,0.32767,0.00014,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,2619.31,0.00035,0.44122,0.0031,0.27976,0,0.57633,0.56253,0.55184,0.39605,0.0364,0.18815,0.02287,0.04654,0.00037,1.44397,0.00377,0.32822,0.00014,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,2639.03,0.00034,0.43703,0.00309,0.27869,0,0.58624,0.55465,0.55391,0.39799,0.03259,0.17463,0.02028,0.04365,0.00036,1.4405,0.00377,0.32835,0.00014,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,2658.61,0.00034,0.43425,0.00308,0.27759,0,0.57936,0.56884,0.55789,0.40032,0.03451,0.18319,0.02153,0.04539,0.00036,1.44278,0.00377,0.32818,0.00014,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,2678.22,0.00035,0.42993,0.00307,0.27675,0,0.58781,0.55738,0.5571,0.39944,0.03499,0.1838,0.02232,0.04465,0.00037,1.44071,0.00377,0.32872,0.00014,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,2697.91,0.00036,0.43117,0.00304,0.27547,0,0.58801,0.5614,0.55803,0.39882,0.03516,0.18722,0.02305,0.04595,0.00038,1.45776,0.00378,0.32883,0.00014,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,2717.56,0.00035,0.42762,0.00305,0.27537,0,0.58998,0.5553,0.55601,0.39871,0.03456,0.17979,0.0217,0.04495,0.00037,1.46181,0.00377,0.32882,0.00014,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,2737.18,0.00036,0.42308,0.00304,0.2749,0,0.58866,0.55515,0.55553,0.3986,0.0367,0.18652,0.02339,0.04652,0.00038,1.46677,0.00378,0.32907,0.00014,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,2756.8,0.00035,0.41952,0.00303,0.27444,0,0.58635,0.55578,0.55247,0.39652,0.03412,0.17678,0.02115,0.04412,0.00037,1.4699,0.00378,0.32944,0.00014,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,2776.46,0.00036,0.41455,0.00301,0.27244,0,0.58222,0.56302,0.55485,0.39722,0.0342,0.17776,0.02123,0.04437,0.00038,1.4826,0.00378,0.32982,0.00014,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,2796.14,0.00035,0.41619,0.003,0.27168,0,0.58856,0.56108,0.55716,0.39946,0.03447,0.17406,0.02148,0.04578,0.00037,1.47878,0.00379,0.32989,0.00014,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,2815.74,0.00034,0.40915,0.00299,0.27186,0,0.59451,0.55679,0.55735,0.39953,0.03309,0.16421,0.02036,0.04559,0.00036,1.48517,0.00378,0.33016,0.00014,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,2835.28,0.00033,0.40792,0.00299,0.27158,0,0.59196,0.55878,0.55623,0.39881,0.03505,0.17118,0.02179,0.04661,0.00036,1.4997,0.00379,0.33059,0.00014,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,2854.84,0.00035,0.40293,0.00298,0.27059,0,0.60357,0.54466,0.55756,0.39949,0.03704,0.18189,0.02282,0.0474,0.00037,1.4925,0.00379,0.33019,0.00014,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,2874.38,0.00034,0.40027,0.00296,0.26876,0,0.59786,0.54761,0.555,0.3974,0.03662,0.1783,0.02257,0.04689,0.00037,1.50168,0.0038,0.33082,0.00014,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,2893.92,0.00034,0.39731,0.00296,0.26874,0,0.59958,0.55197,0.55761,0.39925,0.03747,0.18379,0.02325,0.04964,0.00036,1.49675,0.00379,0.33029,0.00014,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,2913.48,0.00033,0.39434,0.00296,0.26842,0,0.59275,0.55216,0.55521,0.39807,0.03643,0.17424,0.02224,0.04692,0.00036,1.51662,0.0038,0.33059,0.00014,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,2933.03,0.00034,0.39206,0.00293,0.26684,0,0.5843,0.55691,0.55488,0.39822,0.03679,0.17585,0.02251,0.04624,0.00037,1.53119,0.00379,0.33046,0.00014,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,2952.57,0.00034,0.39199,0.00292,0.26639,0,0.59174,0.54912,0.55613,0.39844,0.03655,0.17254,0.02239,0.04554,0.00037,1.52943,0.0038,0.33073,0.00014,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,2972.11,0.00035,0.38495,0.00292,0.26593,0,0.60774,0.53734,0.55461,0.39721,0.03651,0.17388,0.02247,0.04651,0.00037,1.5407,0.00381,0.3315,0.00014,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,2991.65,0.00035,0.38671,0.0029,0.26478,0,0.59088,0.55698,0.55431,0.3967,0.03466,0.16396,0.02159,0.04679,0.00037,1.55683,0.00381,0.33131,0.00014,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,3011.16,0.00034,0.37935,0.00289,0.26374,0,0.58943,0.55503,0.55034,0.39434,0.03569,0.16588,0.0226,0.04745,0.00037,1.56117,0.00382,0.33224,0.00014,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,3030.66,0.00034,0.3784,0.00289,0.26335,0,0.59218,0.55299,0.55245,0.39559,0.03689,0.17101,0.02274,0.04815,0.00036,1.56041,0.00382,0.33216,0.00014,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,3050.29,0.00033,0.37837,0.00288,0.2625,0,0.59169,0.55859,0.55563,0.3973,0.03618,0.17004,0.02219,0.04824,0.00036,1.54825,0.00382,0.33194,0.00014,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,3069.84,0.00033,0.3743,0.00287,0.26184,0,0.58896,0.56515,0.55682,0.39833,0.03545,0.16532,0.02179,0.04775,0.00036,1.56496,0.00382,0.33218,0.00014,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,3089.39,0.00033,0.36983,0.00286,0.26141,0,0.60176,0.54944,0.55406,0.39618,0.03633,0.16592,0.02288,0.04881,0.00036,1.57957,0.00383,0.3324,0.00014,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,3108.93,0.00033,0.36736,0.00285,0.25971,0,0.60597,0.54397,0.55549,0.39715,0.03565,0.16267,0.02196,0.04802,0.00036,1.57909,0.00383,0.33302,0.00014,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,3128.46,0.00033,0.36669,0.00283,0.25897,0,0.59432,0.55092,0.55294,0.396,0.03708,0.16583,0.0227,0.04889,0.00036,1.59546,0.00383,0.33325,0.00014,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,3147.99,0.00032,0.36542,0.00283,0.25873,0,0.59368,0.55271,0.55283,0.39579,0.0352,0.15996,0.02132,0.04821,0.00035,1.60196,0.00384,0.33356,0.00014,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,3167.38,0.00034,0.36664,0.00282,0.25863,0,0.59218,0.55516,0.55295,0.39572,0.03587,0.16303,0.0219,0.04816,0.00036,1.60141,0.00383,0.33335,0.00014,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,3186.87,0.00034,0.36281,0.0028,0.25803,0,0.58437,0.55543,0.55225,0.39563,0.03767,0.16956,0.02286,0.0485,0.00037,1.59873,0.00384,0.33364,0.00014,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,3206.4,0.00034,0.36206,0.00281,0.25757,0,0.59094,0.56129,0.55554,0.39756,0.0375,0.16884,0.02277,0.04871,0.00037,1.59944,0.00384,0.3337,0.00015,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,3225.99,0.00034,0.3577,0.0028,0.25693,0,0.59182,0.55562,0.55519,0.39687,0.03772,0.16623,0.02272,0.04894,0.00037,1.60944,0.00384,0.33384,0.00014,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,3245.43,0.00034,0.354,0.00278,0.25616,0,0.59324,0.55642,0.55507,0.3971,0.03918,0.16838,0.02404,0.04986,0.00037,1.61746,0.00384,0.3346,0.00014,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,3264.87,0.00034,0.35157,0.00278,0.25478,0,0.59515,0.54956,0.55249,0.39612,0.03876,0.16939,0.02359,0.04911,0.00037,1.62015,0.00384,0.33423,0.00014,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,3284.35,0.00035,0.35363,0.00276,0.25398,0,0.5978,0.54819,0.55116,0.39543,0.03981,0.17226,0.02457,0.04985,0.00037,1.62487,0.00385,0.33452,0.00014,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,3303.87,0.00035,0.34998,0.00277,0.25413,0,0.60127,0.54719,0.55303,0.39615,0.03787,0.16423,0.02325,0.04784,0.00038,1.6225,0.00385,0.33462,0.00014,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,3323.44,0.00035,0.34923,0.00276,0.25371,0,0.59498,0.55039,0.55205,0.39589,0.03827,0.16452,0.02325,0.04794,0.00037,1.6148,0.00385,0.33437,0.00014,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,3342.91,0.00034,0.34465,0.00274,0.25213,0,0.59357,0.55412,0.55308,0.39631,0.0389,0.16263,0.02376,0.04822,0.00037,1.6278,0.00386,0.33512,0.00014,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,3362.45,0.00034,0.34595,0.00273,0.2517,0,0.58813,0.55399,0.55223,0.39545,0.03865,0.16352,0.0237,0.04983,0.00037,1.64657,0.00386,0.33555,0.00015,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,3381.96,0.00033,0.34306,0.00273,0.25149,0,0.58865,0.55245,0.54945,0.3935,0.03834,0.16388,0.02319,0.04954,0.00036,1.63891,0.00387,0.33588,0.00014,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,3401.38,0.00034,0.33944,0.00272,0.25051,0,0.58697,0.55495,0.553,0.39612,0.03919,0.16379,0.02371,0.05011,0.00036,1.64098,0.00387,0.33612,0.00014,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,3420.77,0.00034,0.33914,0.00271,0.25023,0,0.59359,0.54923,0.55187,0.39548,0.03922,0.16623,0.02416,0.04957,0.00036,1.63911,0.00387,0.33593,0.00015,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,3440.24,0.00034,0.33645,0.00271,0.24891,0,0.60023,0.54505,0.55108,0.39452,0.0379,0.16352,0.02381,0.04867,0.00037,1.64049,0.00387,0.33619,0.00015,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,3459.68,0.00034,0.33595,0.00271,0.24991,0,0.60104,0.54636,0.55293,0.39581,0.03774,0.15842,0.02357,0.04861,0.00037,1.64204,0.00387,0.3362,0.00015,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
